frame,dyanamic density
343.467,0
343.667,0
343.867,0
344.067,0
344.267,0
344.467,0
344.667,0
344.867,0
345.067,0
345.267,0
345.467,0
345.667,0
345.867,0
346.067,0
346.267,0
346.467,0
346.667,0
346.867,0
347.067,0
347.267,0
347.467,0
347.667,0
347.867,0
348.067,0
348.267,0
348.467,0
348.667,0
348.867,0
349.067,0
349.267,0
349.467,0
349.667,0
349.867,0
350.067,0
350.267,0
350.467,0.013
350.667,0.0455
350.867,0.078
351.067,0.104
351.267,0.1625
351.467,0.169
351.667,0.182
351.867,0.2275
352.067,0.1625
352.267,0.1495
352.467,0.208
352.667,0.195
352.867,0.2015
353.067,0.104
353.267,0.1105
353.467,0.13
353.667,0.117
353.867,0.104
354.067,0.1755
354.267,0.1755
354.467,0.182
354.667,0.0715
354.867,0.1365
355.067,0.195
355.267,0.182
355.467,0.2405
355.667,0.2405
355.867,0.2405
356.067,0.2405
356.267,0.247
356.467,0.1755
356.667,0.221
356.867,0.1625
357.067,0.182
357.267,0.3185
357.467,0.2405
357.667,0.221
357.867,0.2405
358.067,0.1755
358.267,0.234
358.467,0.312
358.667,0.4095
358.867,0.3055
359.067,0.299
359.267,0.4485
359.467,0.4225
359.667,0.3315
359.867,0.325
360.067,0.4095
360.267,0.3055
360.467,0.2925
360.667,0.1885
360.867,0.143
361.067,0.2015
361.267,0.182
361.467,0.208
361.667,0.325
361.867,0.273
362.067,0.299
362.267,0.273
362.467,0.351
362.667,0.377
362.867,0.4095
363.067,0.338
363.267,0.429
363.467,0.325
363.667,0.2925
363.867,0.2665
364.067,0.338
364.267,0.2795
364.467,0.2665
364.667,0.286
364.867,0.234
365.067,0.156
365.267,0.0975
365.467,0.1105
365.667,0.1105
365.867,0.117
366.067,0.1105
366.267,0.1235
366.467,0.13
366.667,0.1235
366.867,0.0715
367.067,0.0455
367.267,0.026
367.467,0.039
367.667,0.0195
367.867,0.039
368.067,0.078
368.267,0.0585
368.467,0.091
368.667,0.091
368.867,0.143
369.067,0.1365
369.267,0.1105
369.467,0.13
369.667,0.1495
369.867,0.1755
370.067,0.1885
370.267,0.169
370.467,0.2275
370.667,0.208
370.867,0.247
371.067,0.2275
371.267,0.26
371.467,0.247
371.667,0.2665
371.867,0.3185
372.067,0.3055
372.267,0.2925
372.467,0.26
372.667,0.2405
372.867,0.2275
373.067,0.26
373.267,0.208
373.467,0.0585
373.667,0.052
373.867,0.0585
374.067,0.0585
374.267,0.0845
374.467,0.078
374.667,0.0975
374.867,0.1235
375.067,0.0455
375.267,0.052
375.467,0.039
375.667,0.039
375.867,0.039
376.067,0.052
376.267,0.078
376.467,0.078
376.667,0.0585
376.867,0.0845
377.067,0.0845
377.267,0.104
377.467,0.065
377.667,0.065
377.867,0.065
378.067,0.065
378.267,0.0455
378.467,0.0065
378.667,0.0065
378.867,0
379.067,0
379.267,0
379.467,0
379.667,0
379.867,0
380.067,0
380.267,0.0065
380.467,0.013
380.667,0.0065
380.867,0
381.067,0
381.267,0
381.467,0
381.667,0
381.867,0
382.067,0.0065
382.267,0.0065
